State,County,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Civilian_labor_force_2010,Employed_2010,Unemployed_2010,Unemployment_rate_2010,Civilian_labor_force_2011,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Civilian_labor_force_2012,Employed_2012,Unemployed_2012,Unemployment_rate_2012,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Civilian_labor_force_2016,Employed_2016,Unemployed_2016,Unemployment_rate_2016,Civilian_labor_force_2017,Employed_2017,Unemployed_2017,Unemployment_rate_2017,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019
WI,Wisconsin,,,,"2,985,643","2,884,737","100,906",3.4,"3,017,681","2,884,305","133,376",4.4,"3,016,760","2,856,234","160,526",5.3,"3,045,298","2,873,956","171,342",5.6,"3,034,621","2,883,573","151,048",5,"3,029,662","2,885,671","143,991",4.8,"3,066,266","2,923,575","142,691",4.7,"3,087,598","2,938,876","148,722",4.8,"3,098,931","2,945,874","153,057",4.9,"3,112,494","2,833,292","279,202",9,"3,082,935","2,820,620","262,315",8.5,"3,072,157","2,839,987","232,170",7.6,"3,070,033","2,857,150","212,883",6.9,"3,077,801","2,871,988","205,813",6.7,"3,077,981","2,913,764","164,217",5.3,"3,084,207","2,947,048","137,159",4.4,"3,110,466","2,988,744","121,722",3.9,"3,122,309","3,020,168","102,141",3.3,"3,106,532","3,012,801","93,731",3,"3,094,325","2,993,025","101,300",3.3,"3,065,402","2,872,609","192,793",6.3,"64,177",100
WI,Adams,8,6,0,"8,892","8,502",390,4.4,"9,093","8,632",461,5.1,"9,173","8,642",531,5.8,"9,260","8,718",542,5.9,"9,481","8,833",648,6.8,"9,705","9,030",675,7,"9,924","9,274",650,6.5,"10,100","9,446",654,6.5,"10,077","9,366",711,7.1,"10,038","8,934","1,104",11,"9,135","8,022","1,113",12.2,"9,029","7,990","1,039",11.5,"8,967","8,002",965,10.8,"8,721","7,779",942,10.8,"8,383","7,652",731,8.7,"8,302","7,713",589,7.1,"8,255","7,770",485,5.9,"8,208","7,793",415,5.1,"8,147","7,761",386,4.7,"8,120","7,717",403,5,"8,047","7,281",766,9.5,"53,156",82.8
WI,Ashland,7,11,0,"8,904","8,434",470,5.3,"9,129","8,592",537,5.9,"9,240","8,562",678,7.3,"9,240","8,583",657,7.1,"9,286","8,736",550,5.9,"9,283","8,736",547,5.9,"9,270","8,717",553,6,"9,056","8,522",534,5.9,"9,006","8,459",547,6.1,"9,179","8,222",957,10.4,"8,409","7,495",914,10.9,"8,281","7,463",818,9.9,"8,221","7,473",748,9.1,"8,156","7,416",740,9.1,"8,041","7,447",594,7.4,"7,901","7,418",483,6.1,"7,929","7,510",419,5.3,"7,868","7,511",357,4.5,"7,876","7,539",337,4.3,"7,841","7,473",368,4.7,"7,686","7,035",651,8.5,"47,202",73.5
WI,Barron,6,6,0,"24,959","23,987",972,3.9,"25,291","24,093","1,198",4.7,"25,401","24,035","1,366",5.4,"25,895","24,339","1,556",6,"25,622","24,209","1,413",5.5,"25,511","24,177","1,334",5.2,"25,608","24,217","1,391",5.4,"25,028","23,575","1,453",5.8,"25,144","23,690","1,454",5.8,"25,250","22,872","2,378",9.4,"23,801","21,635","2,166",9.1,"23,690","21,730","1,960",8.3,"23,679","21,838","1,841",7.8,"23,633","21,874","1,759",7.4,"24,043","22,676","1,367",5.7,"24,396","23,207","1,189",4.9,"24,277","23,203","1,074",4.4,"24,621","23,765",856,3.5,"24,809","23,971",838,3.4,"24,276","23,332",944,3.9,"23,873","22,413","1,460",6.1,"54,372",84.7
WI,Bayfield,8,6,0,"7,715","7,309",406,5.3,"7,948","7,501",447,5.6,"8,000","7,494",506,6.3,"8,063","7,537",526,6.5,"8,225","7,705",520,6.3,"8,225","7,725",500,6.1,"8,285","7,763",522,6.3,"8,166","7,636",530,6.5,"8,066","7,521",545,6.8,"8,063","7,294",769,9.5,"7,687","6,852",835,10.9,"7,720","6,909",811,10.5,"7,781","6,955",826,10.6,"7,753","6,908",845,10.9,"7,528","6,817",711,9.4,"7,505","6,894",611,8.1,"7,507","7,003",504,6.7,"7,555","7,165",390,5.2,"7,543","7,175",368,4.9,"7,531","7,120",411,5.5,"7,399","6,711",688,9.3,"58,065",90.5
WI,Brown,2,2,1,"131,182","127,485","3,697",2.8,"132,306","127,088","5,218",3.9,"133,527","126,826","6,701",5,"135,837","128,732","7,105",5.2,"137,010","130,674","6,336",4.6,"136,051","129,918","6,133",4.5,"137,297","131,162","6,135",4.5,"139,062","132,783","6,279",4.5,"139,615","133,165","6,450",4.6,"141,515","130,122","11,393",8.1,"137,237","126,621","10,616",7.7,"137,281","127,649","9,632",7,"137,514","128,632","8,882",6.5,"138,007","129,515","8,492",6.2,"138,288","131,689","6,599",4.8,"138,906","133,376","5,530",4,"140,794","135,820","4,974",3.5,"142,289","138,115","4,174",2.9,"142,099","138,170","3,929",2.8,"141,022","136,714","4,308",3.1,"140,454","132,013","8,441",6,"65,494",102.1
WI,Buffalo,8,6,0,"7,868","7,585",283,3.6,"8,206","7,840",366,4.5,"8,208","7,802",406,4.9,"8,398","7,967",431,5.1,"8,102","7,746",356,4.4,"8,325","7,988",337,4,"8,543","8,208",335,3.9,"8,235","7,881",354,4.3,"8,155","7,804",351,4.3,"8,341","7,738",603,7.2,"7,203","6,654",549,7.6,"6,941","6,472",469,6.8,"6,631","6,222",409,6.2,"6,550","6,123",427,6.5,"6,454","6,096",358,5.5,"6,518","6,206",312,4.8,"6,553","6,268",285,4.3,"6,560","6,315",245,3.7,"6,571","6,345",226,3.4,"6,422","6,160",262,4.1,"6,336","5,865",471,7.4,"58,407",91
WI,Burnett,8,4,0,"7,788","7,490",298,3.8,"8,088","7,669",419,5.2,"8,169","7,693",476,5.8,"8,447","7,984",463,5.5,"8,436","7,966",470,5.6,"8,429","7,956",473,5.6,"8,487","7,999",488,5.7,"8,107","7,560",547,6.7,"7,922","7,351",571,7.2,"8,024","7,121",903,11.3,"7,576","6,752",824,10.9,"7,560","6,802",758,10,"7,528","6,859",669,8.9,"7,482","6,852",630,8.4,"7,357","6,774",583,7.9,"7,249","6,754",495,6.8,"7,152","6,735",417,5.8,"7,322","6,970",352,4.8,"7,266","6,933",333,4.6,"7,103","6,735",368,5.2,"7,157","6,509",648,9.1,"51,519",80.3
WI,Calumet,3,2,1,"24,108","23,464",644,2.7,"24,452","23,479",973,4,"24,780","23,530","1,250",5,"25,279","24,040","1,239",4.9,"25,154","24,131","1,023",4.1,"25,163","24,130","1,033",4.1,"25,414","24,393","1,021",4,"25,550","24,356","1,194",4.7,"25,705","24,596","1,109",4.3,"25,724","23,674","2,050",8,"27,315","25,477","1,838",6.7,"27,464","25,878","1,586",5.8,"27,271","25,837","1,434",5.3,"27,175","25,755","1,420",5.2,"27,116","25,996","1,120",4.1,"27,398","26,443",955,3.5,"27,650","26,782",868,3.1,"27,821","27,046",775,2.8,"27,598","26,881",717,2.6,"27,379","26,622",757,2.8,"27,096","25,825","1,271",4.7,"80,354",125.2
WI,Chippewa,3,2,1,"29,979","28,730","1,249",4.2,"30,645","28,966","1,679",5.5,"30,903","28,917","1,986",6.4,"31,732","29,731","2,001",6.3,"32,124","30,322","1,802",5.6,"32,733","30,966","1,767",5.4,"33,687","31,978","1,709",5.1,"33,797","32,007","1,790",5.3,"33,420","31,644","1,776",5.3,"33,271","30,335","2,936",8.8,"33,193","30,454","2,739",8.3,"33,303","30,787","2,516",7.6,"33,225","31,011","2,214",6.7,"32,966","30,759","2,207",6.7,"33,022","31,269","1,753",5.3,"33,064","31,542","1,522",4.6,"33,263","31,887","1,376",4.1,"33,340","32,178","1,162",3.5,"33,217","32,122","1,095",3.3,"33,240","32,004","1,236",3.7,"32,978","30,930","2,048",6.2,"60,713",94.6
WI,Clark,6,6,0,"17,534","16,789",745,4.2,"18,004","16,967","1,037",5.8,"17,852","16,794","1,058",5.9,"18,411","17,291","1,120",6.1,"17,723","16,733",990,5.6,"17,671","16,694",977,5.5,"17,846","16,895",951,5.3,"17,795","16,794","1,001",5.6,"17,591","16,604",987,5.6,"17,924","16,159","1,765",9.8,"17,265","15,514","1,751",10.1,"17,276","15,861","1,415",8.2,"17,077","15,829","1,248",7.3,"17,122","15,923","1,199",7,"16,947","16,035",912,5.4,"17,384","16,641",743,4.3,"17,481","16,817",664,3.8,"17,909","17,367",542,3,"17,952","17,435",517,2.9,"17,650","17,081",569,3.2,"17,401","16,615",786,4.5,"54,296",84.6
WI,Columbia,2,2,1,"29,829","28,768","1,061",3.6,"30,642","29,316","1,326",4.3,"30,772","29,197","1,575",5.1,"31,160","29,433","1,727",5.5,"31,422","29,959","1,463",4.7,"31,668","30,261","1,407",4.4,"31,697","30,232","1,465",4.6,"31,153","29,609","1,544",5,"31,134","29,538","1,596",5.1,"31,243","28,536","2,707",8.7,"32,089","29,428","2,661",8.3,"31,710","29,271","2,439",7.7,"31,289","29,056","2,233",7.1,"31,221","29,195","2,026",6.5,"31,157","29,537","1,620",5.2,"31,265","29,930","1,335",4.3,"31,490","30,384","1,106",3.5,"31,619","30,688",931,2.9,"31,341","30,489",852,2.7,"31,552","30,599",953,3,"31,281","29,438","1,843",5.9,"69,219",107.9
WI,Crawford,7,9,0,"9,138","8,808",330,3.6,"9,299","8,824",475,5.1,"9,272","8,760",512,5.5,"9,370","8,788",582,6.2,"9,435","8,934",501,5.3,"9,581","9,114",467,4.9,"9,688","9,220",468,4.8,"9,723","9,205",518,5.3,"9,611","9,033",578,6,"9,426","8,458",968,10.3,"8,367","7,506",861,10.3,"8,431","7,672",759,9,"8,288","7,598",690,8.3,"8,120","7,460",660,8.1,"7,975","7,420",555,7,"7,882","7,432",450,5.7,"7,899","7,523",376,4.8,"7,855","7,531",324,4.1,"7,805","7,517",288,3.7,"7,551","7,239",312,4.1,"7,453","6,908",545,7.3,"51,919",80.9
WI,Dane,2,2,1,"265,510","259,409","6,101",2.3,"272,937","265,366","7,571",2.8,"276,599","267,211","9,388",3.4,"279,835","269,646","10,189",3.6,"283,277","274,216","9,061",3.2,"286,385","277,382","9,003",3.1,"289,478","280,189","9,289",3.2,"292,864","282,907","9,957",3.4,"296,424","286,154","10,270",3.5,"299,671","281,543","18,128",6,"293,554","276,445","17,109",5.8,"294,807","279,539","15,268",5.2,"297,195","282,929","14,266",4.8,"301,102","287,097","14,005",4.7,"305,442","294,301","11,141",3.6,"310,088","300,430","9,658",3.1,"316,992","308,144","8,848",2.8,"319,483","311,811","7,672",2.4,"318,740","311,552","7,188",2.3,"323,055","315,338","7,717",2.4,"319,433","304,154","15,279",4.8,"77,828",121.3
WI,Dodge,4,3,0,"47,494","45,999","1,495",3.1,"47,570","45,209","2,361",5,"46,482","43,913","2,569",5.5,"47,429","44,611","2,818",5.9,"47,041","44,559","2,482",5.3,"46,713","44,421","2,292",4.9,"47,273","44,952","2,321",4.9,"46,910","44,568","2,342",5,"47,323","44,901","2,422",5.1,"47,482","42,710","4,772",10.1,"47,372","43,170","4,202",8.9,"47,513","43,897","3,616",7.6,"47,681","44,325","3,356",7,"47,360","44,131","3,229",6.8,"47,472","44,958","2,514",5.3,"47,425","45,384","2,041",4.3,"47,741","46,043","1,698",3.6,"48,256","46,862","1,394",2.9,"47,779","46,519","1,260",2.6,"47,281","45,884","1,397",3,"47,213","44,729","2,484",5.3,"61,730",96.2
WI,Door,6,6,0,"16,460","15,817",643,3.9,"17,068","16,268",800,4.7,"17,173","16,287",886,5.2,"16,994","15,738","1,256",7.4,"16,753","15,741","1,012",6,"16,701","15,776",925,5.5,"16,698","15,812",886,5.3,"17,009","16,104",905,5.3,"17,200","16,262",938,5.5,"17,455","15,842","1,613",9.2,"15,760","14,017","1,743",11.1,"15,555","13,736","1,819",11.7,"15,735","14,145","1,590",10.1,"15,732","14,191","1,541",9.8,"15,349","14,112","1,237",8.1,"15,436","14,433","1,003",6.5,"15,457","14,712",745,4.8,"15,519","14,928",591,3.8,"15,356","14,804",552,3.6,"15,262","14,700",562,3.7,"14,905","13,886","1,019",6.8,"64,217",100.1
WI,Douglas,2,2,1,"22,758","21,786",972,4.3,"22,634","21,515","1,119",4.9,"22,758","21,408","1,350",5.9,"22,908","21,490","1,418",6.2,"22,890","21,566","1,324",5.8,"22,750","21,545","1,205",5.3,"23,121","21,977","1,144",4.9,"23,173","22,034","1,139",4.9,"23,433","22,189","1,244",5.3,"23,591","21,570","2,021",8.6,"23,748","21,809","1,939",8.2,"23,563","21,833","1,730",7.3,"23,405","21,825","1,580",6.8,"23,564","22,015","1,549",6.6,"23,512","22,196","1,316",5.6,"23,293","22,165","1,128",4.8,"23,499","22,295","1,204",5.1,"23,472","22,432","1,040",4.4,"23,127","22,207",920,4,"22,949","22,008",941,4.1,"22,886","20,786","2,100",9.2,"55,651",86.7
WI,Dunn,6,3,0,"22,491","21,733",758,3.4,"22,866","21,930",936,4.1,"23,196","22,099","1,097",4.7,"23,982","22,768","1,214",5.1,"23,964","22,867","1,097",4.6,"24,194","23,133","1,061",4.4,"23,943","22,866","1,077",4.5,"25,963","24,816","1,147",4.4,"25,608","24,460","1,148",4.5,"25,870","23,916","1,954",7.6,"23,262","21,457","1,805",7.8,"23,323","21,656","1,667",7.1,"23,405","21,890","1,515",6.5,"23,538","22,051","1,487",6.3,"23,611","22,397","1,214",5.1,"23,715","22,673","1,042",4.4,"24,257","23,290",967,4,"24,372","23,578",794,3.3,"24,272","23,530",742,3.1,"24,043","23,209",834,3.5,"23,606","22,303","1,303",5.5,"61,506",95.8
WI,EauClaire,3,2,1,"53,197","51,512","1,685",3.2,"53,818","51,704","2,114",3.9,"53,876","51,435","2,441",4.5,"54,673","52,084","2,589",4.7,"53,914","51,586","2,328",4.3,"53,915","51,712","2,203",4.1,"55,636","53,459","2,177",3.9,"57,278","54,918","2,360",4.1,"57,125","54,738","2,387",4.2,"56,993","52,939","4,054",7.1,"57,161","53,258","3,903",6.8,"57,621","54,016","3,605",6.3,"58,200","54,878","3,322",5.7,"57,905","54,654","3,251",5.6,"57,929","55,365","2,564",4.4,"58,024","55,864","2,160",3.7,"58,728","56,769","1,959",3.3,"59,115","57,401","1,714",2.9,"58,828","57,286","1,542",2.6,"58,591","56,839","1,752",3,"58,299","55,064","3,235",5.5,"64,972",101.2
WI,Florence,9,8,0,"2,621","2,514",107,4.1,"2,653","2,530",123,4.6,"2,732","2,561",171,6.3,"2,677","2,504",173,6.5,"2,642","2,475",167,6.3,"2,565","2,390",175,6.8,"2,589","2,420",169,6.5,"2,499","2,353",146,5.8,"2,464","2,317",147,6,"2,421","2,159",262,10.8,"2,248","2,019",229,10.2,"2,204","1,990",214,9.7,"2,208","2,027",181,8.2,"2,196","2,015",181,8.2,"2,202","2,040",162,7.4,"2,206","2,061",145,6.6,"2,221","2,093",128,5.8,"2,280","2,174",106,4.6,"2,257","2,172",85,3.8,"2,202","2,100",102,4.6,"2,191","2,016",175,8,"58,270",90.8
WI,FondduLac,3,2,1,"55,774","54,102","1,672",3,"56,371","54,069","2,302",4.1,"56,863","54,064","2,799",4.9,"56,867","53,836","3,031",5.3,"56,514","53,875","2,639",4.7,"56,026","53,441","2,585",4.6,"56,596","53,971","2,625",4.6,"56,879","54,238","2,641",4.6,"57,058","54,298","2,760",4.8,"56,468","51,152","5,316",9.4,"56,550","51,832","4,718",8.3,"56,084","52,087","3,997",7.1,"56,061","52,476","3,585",6.4,"57,054","53,569","3,485",6.1,"57,050","54,285","2,765",4.8,"56,896","54,630","2,266",4,"56,786","54,835","1,951",3.4,"56,867","55,260","1,607",2.8,"57,009","55,492","1,517",2.7,"57,008","55,360","1,648",2.9,"56,114","52,828","3,286",5.9,"65,905",102.7
WI,Forest,9,12,0,"4,643","4,381",262,5.6,"4,936","4,630",306,6.2,"4,935","4,588",347,7,"5,087","4,726",361,7.1,"5,016","4,703",313,6.2,"4,964","4,619",345,7,"5,020","4,693",327,6.5,"5,024","4,672",352,7,"4,896","4,551",345,7,"4,998","4,463",535,10.7,"4,253","3,764",489,11.5,"4,173","3,700",473,11.3,"4,135","3,687",448,10.8,"4,078","3,634",444,10.9,"4,016","3,672",344,8.6,"3,984","3,693",291,7.3,"3,987","3,745",242,6.1,"4,013","3,812",201,5,"3,960","3,769",191,4.8,"3,994","3,792",202,5.1,"3,890","3,407",483,12.4,"48,964",76.3
